Year,Agency ,Country,Area,Category,Sector,Amount
2014,USAID,Turkmenistan,Asia,Economic Development,Infrastructure,"593,759.76"
2014,USAID,Turkmenistan,Asia,Economic Development,Private Sector Competitiveness,"466,827.40"
2014,USAID,Turkmenistan,Asia,Health,Family Planning and Reproductive Health,"36,143.09"
2014,USAID,Turkmenistan,Asia,Health,Other Public Health Threats,"142,056.33"
2014,USAID,Turkmenistan,Asia,Health,Tuberculosis,"30,458.06"
2014,USAID,Turkmenistan,Asia,Peace and Security,Transnational Crime,"32,518.72"
2014,USAID,Turkmenistan,Asia,Program Management,Direct Administrative Costs,"25,994.50"
2014,USAID,Turkmenistan,Asia,"Democracy, Human Rights, and Governance",Civil Society,"474,592.50"
2014,USAID,Turkmenistan,Asia,"Democracy, Human Rights, and Governance",Good Governance,"498,295.00"
2014,USAID,Turkmenistan,Asia,Economic Development,Financial Sector,"368,000.00"
2014,USAID,Turkmenistan,Asia,Economic Development,Macroeconomic Foundation for Growth,"10,372.20"
2014,USAID,Turkmenistan,Asia,Economic Development,Private Sector Competitiveness,"447,257.60"
2014,USAID,Turkmenistan,Asia,Education and Social Services,Higher Education,"102,433.96"
2014,USAID,Turkmenistan,Asia,Health,Family Planning and Reproductive Health,"57,090.00"
2014,USAID,Turkmenistan,Asia,Health,Maternal and Child Health,"68,523.20"
2014,USAID,Turkmenistan,Asia,Health,Other Public Health Threats,"50,349.90"
2014,USAID,Turkmenistan,Asia,Health,Tuberculosis,"868,790.85"
2014,USAID,Turkmenistan,Asia,Peace and Security,Transnational Crime,"106,681.00"
2014,USAID,Turkmenistan,Asia,Program Management,Direct Administrative Costs,"506,474.41"
2014,USAID,Turkmenistan,Asia,Program Management,Monitoring and Evaluation,"58,326.94"
2014,USAID,Turkmenistan,Asia,Program Management,Direct Administrative Costs,"76,887.47"
2014,USAID,Turkmenistan,Asia,Economic Development,Financial Sector,"227,177.21"
2014,USAID,Turkmenistan,Asia,Program Management,Direct Administrative Costs,"200,629.52"
2014,USAID,Turkmenistan,Asia,Economic Development,Financial Sector,"394,616.91"
2014,USAID,Turkmenistan,Asia,Economic Development,Private Sector Competitiveness,"198,367.77"
2014,USAID,Turkmenistan,Asia,Health,HIV/AIDS,"38,044.06"
2014,USAID,Turkmenistan,Asia,Health,HIV/AIDS,"7,683.04"
2014,USAID,Turkmenistan,Asia,Health,Tuberculosis,"61,245.50"
2014,USAID,Turkmenistan,Asia,Program Management,Monitoring and Evaluation,214.65
2014,USAID,Turkmenistan,Asia,Health,HIV/AIDS,750.57
2014,USAID,Turkmenistan,Asia,Health,Tuberculosis,"186,179.81"
2009,USAID,Turkmenistan,Asia,Economic Development,Agriculture,"898,485.91"
2011,Treasury,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"65,785.00"
2011,Treasury,Uganda,Sub-Saharan Africa,Economic Development,Financial Sector,"331,955.00"
2012,Treasury,Uganda,Sub-Saharan Africa,Economic Development,Financial Sector,"385,894.62"
2009,USADF,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"452,129.55"
2009,USADF,Uganda,Sub-Saharan Africa,Economic Development,Economic Opportunity,"1,134.41"
2009,USADF,Uganda,Sub-Saharan Africa,Economic Development,Trade and Investment,"668,005.89"
2009,USADF,Uganda,Sub-Saharan Africa,Education and Social Services,Social Services,"108,166.09"
2009,USADF,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"299,254.52"
2009,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"3,639,107.64"
2009,USAID,Uganda,Sub-Saharan Africa,Health,Malaria,"5,328,360.80"
2009,USAID,Uganda,Sub-Saharan Africa,Health,Maternal and Child Health,"1,800,231.89"
2009,USAID,Uganda,Sub-Saharan Africa,Health,Tuberculosis,"478,137.27"
2009,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"19,455.69"
2009,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"1,167,273.57"
2009,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"654,402.97"
2009,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"571,552.07"
2009,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"23,972.70"
2009,USAID,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"4,958,966.69"
2009,USAID,Uganda,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"3,633.08"
2009,USAID,Uganda,Sub-Saharan Africa,Economic Development,Trade and Investment,"1,502,844.25"
2009,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Basic Education,"4,937,447.55"
2009,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Social Assistance,"30,640.02"
2009,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Social Services,"25,209.05"
2009,USAID,Uganda,Sub-Saharan Africa,Environment,Clean Productive Environment,"1,566,608.69"
2009,USAID,Uganda,Sub-Saharan Africa,Environment,Natural Resources and Biodiversity,"1,486,569.40"
2009,USAID,Uganda,Sub-Saharan Africa,Health,Water Supply and Sanitation,"225,134.53"
2009,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"4,528,514.63"
2009,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Transnational Crime,"344,903.12"
2009,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"1,276,395.52"
2009,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"699,263.11"
2009,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"53,908,252.50"
2009,USAID,Uganda,Sub-Saharan Africa,Health,Malaria,"9,414,076.05"
2009,USAID,Uganda,Sub-Saharan Africa,Health,Maternal and Child Health,"751,046.02"
2009,USAID,Uganda,Sub-Saharan Africa,Health,Tuberculosis,"294,904.93"
2009,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"41,181,810.20"
2009,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"4,089,222.45"
2010,Peace Corps,Uganda,Sub-Saharan Africa,Economic Development,Economic Development - General,"450,246.17"
2010,Peace Corps,Uganda,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"1,012,153.40"
2010,Peace Corps,Uganda,Sub-Saharan Africa,Health,Health - General,"167,491.57"
2010,Peace Corps,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"986,117.01"
2010,Peace Corps,Uganda,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"11,185.73"
2010,USADF,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"999,272.08"
2010,USADF,Uganda,Sub-Saharan Africa,Economic Development,Economic Opportunity,"98,649.20"
2010,USADF,Uganda,Sub-Saharan Africa,Economic Development,Trade and Investment,"164,582.93"
2010,USADF,Uganda,Sub-Saharan Africa,Education and Social Services,Social Services,"79,962.55"
2010,USADF,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"458,806.14"
2010,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"2,994,860.69"
2010,USAID,Uganda,Sub-Saharan Africa,Health,Malaria,"254,638.97"
2010,USAID,Uganda,Sub-Saharan Africa,Health,Maternal and Child Health,"1,390.53"
2010,USAID,Uganda,Sub-Saharan Africa,Health,Tuberculosis,"62,677.28"
2010,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"1,445,350.40"
2010,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"1,098,805.80"
2010,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"414,188.55"
2010,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"1,493,008.04"
2010,USAID,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"9,729,881.88"
2010,USAID,Uganda,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"4,616,745.52"
2010,USAID,Uganda,Sub-Saharan Africa,Economic Development,Trade and Investment,"175,098.80"
2010,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Basic Education,"6,199,989.27"
2010,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Social Assistance,"38,754.00"
2010,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Social Services,"3,826.22"
2010,USAID,Uganda,Sub-Saharan Africa,Environment,Clean Productive Environment,"836,137.86"
2010,USAID,Uganda,Sub-Saharan Africa,Environment,Natural Resources and Biodiversity,"4,308,917.62"
2010,USAID,Uganda,Sub-Saharan Africa,Health,Water Supply and Sanitation,"1,056,253.20"
2010,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"1,642,465.37"
2010,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Transnational Crime,"104,153.34"
2010,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"868,221.62"
2010,USAID,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"443,000.00"
2010,USAID,Uganda,Sub-Saharan Africa,Economic Development,Infrastructure,"1,688,829.69"
2010,USAID,Uganda,Sub-Saharan Africa,Health,Water Supply and Sanitation,"13,401.43"
2010,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"887,534.93"
2010,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"7,080,071.71"
2010,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"86,702,668.72"
2010,USAID,Uganda,Sub-Saharan Africa,Health,Malaria,"20,591,062.04"
2010,USAID,Uganda,Sub-Saharan Africa,Health,Maternal and Child Health,"2,934,149.33"
2010,USAID,Uganda,Sub-Saharan Africa,Health,Tuberculosis,"1,715,979.51"
2010,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"2,223,680.82"
2010,USAID,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"366,917.73"
2010,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"6,234,361.06"
2010,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"2,161,778.96"
2011,DoD,Uganda,Sub-Saharan Africa,Health,Other Public Health Threats,"150,000.00"
2011,DoD,Uganda,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","129,477.50"
2011,DoD,Uganda,Sub-Saharan Africa,Peace and Security,Counterterrorism,"491,112.00"
2011,Peace Corps,Uganda,Sub-Saharan Africa,Economic Development,Economic Development - General,"513,934.66"
2011,Peace Corps,Uganda,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"1,364,330.13"
2011,Peace Corps,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"1,164,453.32"
2011,Peace Corps,Uganda,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"66,881.31"
2011,USADF,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"615,718.24"
2011,USADF,Uganda,Sub-Saharan Africa,Economic Development,Economic Opportunity,"49,563.66"
2011,USADF,Uganda,Sub-Saharan Africa,Economic Development,Trade and Investment,"227,402.78"
2011,USADF,Uganda,Sub-Saharan Africa,Education and Social Services,Social Services,"52,689.93"
2011,USADF,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"378,438.31"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"527,814.75"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Malaria,"267,614.88"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Maternal and Child Health,"187,389.64"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Tuberculosis,"429,905.06"
2011,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"668,202.00"
2011,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"1,904,901.07"
2011,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"1,440,525.08"
2011,USAID,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"11,738,955.25"
2011,USAID,Uganda,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"112,345.15"
2011,USAID,Uganda,Sub-Saharan Africa,Economic Development,Trade and Investment,"108,418.65"
2011,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Basic Education,"10,465,461.63"
2011,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Higher Education,"18,095.07"
2011,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Social Assistance,"105,698.19"
2011,USAID,Uganda,Sub-Saharan Africa,Environment,Clean Productive Environment,"180,283.88"
2011,USAID,Uganda,Sub-Saharan Africa,Environment,Natural Resources and Biodiversity,"3,484,139.04"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Water Supply and Sanitation,"2,538,031.28"
2011,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"982,832.35"
2011,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Transnational Crime,"2,316.06"
2011,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"1,508,374.20"
2011,USAID,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"512,939.42"
2011,USAID,Uganda,Sub-Saharan Africa,Economic Development,Infrastructure,"5,029,911.22"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Water Supply and Sanitation,"174,326.91"
2011,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"-36,913.65"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"9,532,826.92"
2011,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"103,161,680.78"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Malaria,"28,045,996.70"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Maternal and Child Health,"7,690,748.52"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Nutrition,"794,788.09"
2011,USAID,Uganda,Sub-Saharan Africa,Health,Tuberculosis,"2,296,666.42"
2011,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"4,879,618.44"
2011,USAID,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"3,169,077.53"
2011,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"2,221,997.03"
2011,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"346,529.01"
2011,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"118,800.00"
2011,USAID,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"6,968,440.00"
2011,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"2,481,560.00"
2011,USAID,Uganda,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","4,095,300.00"
2012,DoD,Uganda,Sub-Saharan Africa,Health,Other Public Health Threats,"120,000.00"
2012,DoD,Uganda,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","174,140.00"
2012,DoD,Uganda,Sub-Saharan Africa,Peace and Security,Counterterrorism,"1,048,114.00"
2012,Peace Corps,Uganda,Sub-Saharan Africa,Economic Development,Economic Development - General,"616,453.34"
2012,Peace Corps,Uganda,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"1,227,435.21"
2012,Peace Corps,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"1,185,243.07"
2012,Peace Corps,Uganda,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"78,457.58"
2012,USADF,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"1,457,094.68"
2012,USADF,Uganda,Sub-Saharan Africa,Economic Development,Economic Opportunity,"40,395.57"
2012,USADF,Uganda,Sub-Saharan Africa,Economic Development,Trade and Investment,"211,201.04"
2012,USADF,Uganda,Sub-Saharan Africa,Education and Social Services,Social Services,"63,464.87"
2012,USADF,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"528,556.48"
2012,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"42,187.07"
2012,USAID,Uganda,Sub-Saharan Africa,Health,Malaria,"62,563.24"
2012,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"266,441.36"
2012,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"728,262.70"
2012,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"3,456.93"
2012,USAID,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"14,038,208.32"
2012,USAID,Uganda,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"34,942.19"
2012,USAID,Uganda,Sub-Saharan Africa,Economic Development,Trade and Investment,"429,256.13"
2012,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Basic Education,"1,862,643.26"
2012,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Higher Education,"549,483.01"
2012,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Social Assistance,"51,716.00"
2012,USAID,Uganda,Sub-Saharan Africa,Environment,Clean Productive Environment,"119,586.11"
2012,USAID,Uganda,Sub-Saharan Africa,Environment,Natural Resources and Biodiversity,"2,336,785.82"
2012,USAID,Uganda,Sub-Saharan Africa,Health,Water Supply and Sanitation,"4,744,233.47"
2012,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"125,681.60"
2012,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Transnational Crime,"13,872.79"
2012,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"2,235,254.47"
2012,USAID,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"478,706.00"
2012,USAID,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"246,592.77"
2012,USAID,Uganda,Sub-Saharan Africa,Economic Development,Infrastructure,"17,389,949.92"
2012,USAID,Uganda,Sub-Saharan Africa,Health,Water Supply and Sanitation,"334,478.32"
2012,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"21,877.23"
2012,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"3,791,580.90"
2012,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"13,898,205.95"
2012,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"99,335,776.45"
2012,USAID,Uganda,Sub-Saharan Africa,Health,Malaria,"22,055,855.54"
2012,USAID,Uganda,Sub-Saharan Africa,Health,Maternal and Child Health,"8,022,921.26"
2012,USAID,Uganda,Sub-Saharan Africa,Health,Nutrition,"1,492,243.55"
2012,USAID,Uganda,Sub-Saharan Africa,Health,Tuberculosis,"3,776,654.39"
2012,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"4,973,202.80"
2012,USAID,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"3,168,320.72"
2012,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"1,095,734.02"
2012,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"-3,010.88"
2012,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"2,847,100.00"
2012,USAID,Uganda,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","5,005,400.00"
2013,DoD,Uganda,Sub-Saharan Africa,Humanitarian Assistance,Humanitarian Assistance - General,"341,000.00"
2013,DoD,Uganda,Sub-Saharan Africa,Peace and Security,Counterterrorism,"1,094,019.00"
2013,HHS,Uganda,Sub-Saharan Africa,Health,Health - General,"2,483,819.00"
2013,HHS,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"144,419,106.82"
2013,HHS,Uganda,Sub-Saharan Africa,Health,Pandemic Influenza and Other Emerging Threats ,"403,616.60"
2013,Peace Corps,Uganda,Sub-Saharan Africa,Economic Development,Economic Development - General,"572,174.10"
2013,Peace Corps,Uganda,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"1,309,977.58"
2013,Peace Corps,Uganda,Sub-Saharan Africa,Economic Development,Economic Development - General,"10,806.29"
2013,Peace Corps,Uganda,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"78,794.96"
2013,Peace Corps,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"1,219,129.87"
2013,Peace Corps,Uganda,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"187,937.67"
2013,Treasury,Uganda,Sub-Saharan Africa,Economic Development,Financial Sector,"355,679.85"
2013,USADF,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"1,107,915.85"
2013,USADF,Uganda,Sub-Saharan Africa,Economic Development,Economic Opportunity,"123,453.60"
2013,USADF,Uganda,Sub-Saharan Africa,Economic Development,Trade and Investment,"10,201.02"
2013,USADF,Uganda,Sub-Saharan Africa,Education and Social Services,Social Services,"76,373.86"
2013,USADF,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"396,584.08"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Malaria,"1,266.63"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Tuberculosis,309.86
2013,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"27,565.62"
2013,USAID,Uganda,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","10,479,252.45"
2013,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"1,023.05"
2013,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"483,671.47"
2013,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"1,551,362.50"
2013,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"288,053.56"
2013,USAID,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"22,422,445.38"
2013,USAID,Uganda,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"7,334.06"
2013,USAID,Uganda,Sub-Saharan Africa,Economic Development,Trade and Investment,"1,403,344.80"
2013,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Basic Education,"9,477,157.82"
2013,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Higher Education,"296,316.30"
2013,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Social Assistance,"28,956.47"
2013,USAID,Uganda,Sub-Saharan Africa,Environment,Clean Productive Environment,"337,742.82"
2013,USAID,Uganda,Sub-Saharan Africa,Environment,Environment,"22,650.05"
2013,USAID,Uganda,Sub-Saharan Africa,Environment,Natural Resources and Biodiversity,"3,049,908.66"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Other Public Health Threats,"376,145.00"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Water Supply and Sanitation,"4,669,068.20"
2013,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"1,710,895.87"
2013,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Transnational Crime,1.16
2013,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"2,459,011.17"
2013,USAID,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"209,551.97"
2013,USAID,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"2,664.96"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"7,738.08"
2013,USAID,Uganda,Sub-Saharan Africa,Economic Development,Infrastructure,"1,964,244.86"
2013,USAID,Uganda,Sub-Saharan Africa,Education and Social Services,Social Assistance,"292,336.00"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Water Supply and Sanitation,"71,778.20"
2013,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"267,508.95"
2013,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"95,367.60"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"10,305,356.04"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Maternal and Child Health,"78,864.60"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"17,512,876.42"
2013,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"115,414,046.73"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Malaria,"25,976,424.19"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Maternal and Child Health,"6,599,454.53"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Nutrition,"4,588,940.33"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Pandemic Influenza and Other Emerging Threats ,"103,492.30"
2013,USAID,Uganda,Sub-Saharan Africa,Health,Tuberculosis,"3,148,101.79"
2013,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"6,680,120.12"
2013,USAID,Uganda,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"193,285.80"
2013,USAID,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"284,836.44"
2013,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"2,648.17"
2013,USAID,Uganda,Sub-Saharan Africa,Humanitarian Assistance,Disaster Readiness,"297,659.97"
2013,USAID,Uganda,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","-1,465.02"
2013,USAID,Uganda,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"11,944.90"
2013,USAID,Uganda,Sub-Saharan Africa,Peace and Security,Conflict Mitigation and Reconciliation,"168,468.00"
2013,USAID,Uganda,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"22,526.84"
2013,USDA,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"4,424,455.65"
2013,USDA,Uganda,Sub-Saharan Africa,Education and Social Services,Basic Education,"5,142,687.37"
2014,HHS,Uganda,Sub-Saharan Africa,Health,Health - General,"1,250,800.79"
2014,HHS,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"26,123,232.31"
2014,HHS,Uganda,Sub-Saharan Africa,Health,Pandemic Influenza and Other Emerging Threats ,"121,495.78"
2014,HHS,Uganda,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"144,982.15"
2014,Peace Corps,Uganda,Sub-Saharan Africa,Economic Development,Economic Development - General,"108,212.44"
2014,Peace Corps,Uganda,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"220,646.34"
2014,Peace Corps,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,"1,787,948.61"
2014,Peace Corps,Uganda,Sub-Saharan Africa,Health,HIV/AIDS,-26.45
2014,Peace Corps,Uganda,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"28,410.26"
2014,Peace Corps,Uganda,Sub-Saharan Africa,Economic Development,Economic Development - General,"347,394.59"
2014,Peace Corps,Uganda,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"1,265,738.66"
2014,Treasury,Uganda,Sub-Saharan Africa,Economic Development,Financial Sector,"529,696.43"
2014,USADF,Uganda,Sub-Saharan Africa,Economic Development,Agriculture,"1,249,165.64"
2014,USADF,Uganda,Sub-Saharan Africa,Economic Development,Economic Opportunity,"360,797.28"
